1	file	-1	-1	Holidays	1
1	file	-1	-1	Rites of Passage	2
1	file	-1	-1	Groups/Social Customs	3
1	file	-1	-1	New Year's	1.1
1	file	-1	-1	Gifts Left	1.1.1
6	item	4	2	Button, Button, Who's got the Button	1.5.19	9
6	item	4	3	Mother May I/Captin May I	1.5.20	13
6	item	4	3	Ring around the Rosie	1.5.21	4
6	item	4	3	Farmer in the Dell	1.5.22	1
6	item	4	3	Cat and Mouse	1.5.23	3
6	item	4	3	We are Maggots (jumping around, knocking into each other on the trampoline)	1.5.24	1
6	item	4	3	Chickens (the buyer spins, twists, and bumps the chickens, trying to break their hand clasps)	1.5.25	1
6	item	4	3	One Potato, Two Potato	1.5.26	4
6	item	4	3	Scissors	1.5.27	2
6	item	4	3	Pin the Tail on the Donkey	1.5.28	1
6	item	4	3	Hop-Scotch	1.5.29	3
6	item	4	3	Heavy Heavy Hangover	1.5.30	1
6	item	4	3	Cracks and Lines (break your mother's back)	1.5.31	1
6	item	4	3	Safty!	1.5.32	1
6	item	4	3	Getting the Ghost Out	1.5.33	1
6	item	4	3	Snake (shoes on a trampoline)	1.5.34	1
6	item	4	3	Egg Walk	1.5.35	1
6	item	4	3	Statues/Frozen Robots	1.5.36	13
6	item	4	3	Rotten Eggs	1.5.37	2
6	item	4	3	Charlie, Charlie, Butcher Boy/ Johnny, Johnny Butcher Boy/Jolly Butcher Boy	1.5.38	9
6	item	4	3	London Bridges	1.5.39	4
6	item	4	4	Step on a Crack	1.5.40	1
6	item	4	4	Jumping off the Swings (Earning Your Wings)	1.5.41	2
6	item	4	4	Heads Up Seven Up/Heads up 7up/7-Up	1.5.42	5
6	item	4	4	Old Woman with a Stick and a Staff/The Old Woman with the Broom	1.5.43	3
6	item	4	4	Playing in the Hay	1.5.44	1
6	item	4	4	Come Follow the Judge/Follow the Judge to Court	1.5.45	3
6	item	4	4	Easter Egg Game	1.5.46	2
6	item	4	4	Here Comes a Duke a 'Riding	1.5.47	1
6	item	4	4	Space Ghost	1.5.48	1
6	item	4	4	M 'n M Game	1.5.49	1
6	item	4	4	Hopscotch	1.5.50	12
6	item	4	4	Indian Wrestle	1.5.51	1
6	item	4	4	Pump Pump Pull Away	1.5.52	1
6	item	4	4	Uncle Sam May We Cross Your River	1.5.53	1
6	item	4	4	Numbers/The Number Game	1.5.54	3
6	item	4	4	Man over Board (played on the trampoline)	1.5.55	1
6	item	4	4	Kahalahala (pennies in a bowl)	1.5.56	1
6	item	4	4	Hand Slap/Slaps	1.5.57	1
6	item	4	4	A Big Fat Hen	1.5.58	1
6	item	4	4	Farming the Back Field	1.5.59	1
6	item	4	4	Nursery Rhyme Game	1.5.60	1
6	item	4	4	The Trojan Horse	1.5.61	1
6	item	4	4	Knee War (on the trampoline)	1.5.62	1
6	item	4	4	Rabbit	1.5.63	4
6	item	4	4	1 2 3 Ringalario	1.5.64	1
6	item	4	4	Mr. Sneeze	1.5.65	1
6	item	4	4	Bulldozer/Logs (played on the trampoline)	1.5.66	1
6	item	4	4	Peanut Game	1.5.67	1
6	item	4	4	The Invisible Ball	1.5.68	1
6	item	4	4	Frozen Bubbles	1.5.69	1
6	item	4	5	Pingey's Demise	1.5.70	1
6	item	4	5	Blast Your Pointed Head	1.5.71	1
6	item	4	5	Electricity	1.5.72	2
6	item	4	5	Crawdads	1.5.73	1
6	item	4	5	Jump the Creek	1.5.74	1
6	item	4	5	Who get's the couch? (a game of balance)	1.5.75	1
6	item	4	5	Chewing Tar	1.5.76	1
6	item	4	5	Dragon under the Bridge	1.5.77	1
6	item	4	5	Rolling in the Tire	1.5.78	1
6	item	4	5	Elephants	1.5.79	1
6	item	4	5	Skunks	1.5.80	2
6	item	4	5	Shoe the Horsie	1.5.81	1
6	item	4	5	Oink Piggy Oink	1.5.82	1
6	item	4	5	Cherry Pie	1.5.83	1
6	item	4	5	Playing on the Monkey Bars	1.5.84	1
6	item	4	5	Jump It/Polo Pop/Aggravation	1.5.85	3
6	item	4	5	Snap Crackle Pop	1.5.86	1
6	item	4	5	My Old Blue Shoe/Blue Shoes Blue Shoes	1.5.87	3
6	item	4	5	Dirty Nell	1.5.88	1
6	item	4	5	Bald Eagleing	1.5.89	1
6	item	4	5	Pretty Falls	1.5.90	1
6	item	4	5	The Sailor and His Wife	1.5.91	1
6	item	4	5	Popping Leaves	1.5.92	1
6	item	4	5	Go In and Out the Window	1.5.93	1
6	item	4	5	Chestnut Game	1.5.94	1
6	item	4	5	Play Crane	1.5.95	1
6	item	4	5	Monkey Blocks	1.5.96	1
6	item	4	5	Steps or Colors	1.5.97	1
6	item	4	5	Green Squares	1.5.98	1
6	item	4	5	The Rock Wall/Stepping Stones	1.5.99	4
6	item	4	6	Sidewalk Jump	1.5.100	1
6	item	4	6	Pussy Cat	1.5.101	1
6	item	4	6	Engine #9	1.5.102	1
6	item	4	6	Pussy Wants a Corner	1.5.103	1
6	item	4	6	The Shoe Scramble	1.5.104	1
6	item	4	6	Joe's Still Alive	1.5.105	1
6	item	4	6	June Bug	1.5.106	1
6	item	4	6	Iggle Wiggle	1.5.107	1
6	item	4	6	Drinking Straws	1.5.108	1
6	item	4	6	The Tube Challenge	1.5.109	1
6	item	4	6	Red Man	1.5.110	1
6	item	4	6	Sliding Rock Run	1.5.111	1
6	item	4	6	Stalking	1.5.112	1
6	item	4	6	The Bloated Marshmallow	1.5.113	1
6	item	4	6	Day of the Week Rules	1.5.114	1
6	item	4	6	Race Horse	1.5.115	1
6	item	4	6	Lucky Strike	1.5.116	2
6	item	4	6	Town Bell	1.5.117	1
6	item	4	6	Buck-Buck	1.5.118	1
6	item	4	6	Slappsies and Creepsies	1.5.119	1
6	item	4	6	Snow Angles	1.5.120	1
6	item	4	6	The Wicked Witch and the Chicken	1.5.121	1
6	item	4	6	Shining	1.5.122	1
6	item	4	6	Navajo Shoe Game	1.5.123	1
6	item	4	6	Siamese Prayer	1.5.124	1
6	item	4	6	Werewolf	1.5.125	1
6	item	4	6	Dogs and Deer	1.5.126	1
6	item	4	6	Snake in the Grass	1.5.127	1
6	item	4	6	I Speak Not It	1.5.128	1
6	item	4	6	Squirm	1.5.129	1
6	item	4	7	Cat and Dog	1.5.130	1
6	item	4	7	The Mystery Fish Pond	1.5.131	1
6	item	4	7	Broom-a-lay	1.5.132	1
6	item	4	7	Black and White	1.5.133	1
6	item	4	7	Tutle Game	1.5.134	1
6	item	4	7	Pixi Straws	1.5.135	1
6	item	4	7	Dose	1.5.136	1
6	item	4	7	Pigeons	1.5.137	1
6	item	4	7	Have No Breaks	1.5.138	1
6	item	4	7	Whistlin Hands	1.5.139	1
6	item	4	7	Hidden Dandelion	1.5.140	1
6	item	4	7	Ach Yak (a game from Nigeria)	1.5.141	1
6	item	4	7	The Greenfield Mysteries	1.5.142	1
6	item	4	7	Conkers	1.5.143	1
6	item	4	7	Zoom	1.5.144	1
6	item	4	7	Farmer Brown Bandana	1.5.145	1
6	item	4	7	Tying the Ribbon	1.5.146	1
6	item	4	7	Buggy Balanciney	1.5.147	1
6	item	4	7	Neighborhood Kid Game Night	1.5.148	1
6	item	4	7	See-Saw Chanting Game	1.5.149	1
6	item	4	7	Around the Magic Circle	1.5.150	1
6	item	4	7	Collection of Children's Games	1.5.151	2
6	item	4	7	Salt Water	1.5.152	1
6	item	4	7	Counting Cars (from inside the house)	1.5.153	1
6	item	4	7	Ring-a ring- a - pakeita	1.5.154	1
6	item	4	7	Blatting	1.5.155	1
6	item	4	7	Lookie and Train Wrek	1.5.156	2
6	item	4	7	Caller	1.5.157	1
6	item	4	7	Mr. Sneeze	1.5.158	1
6	item	4	7	Counting Children's Games	1.5.159	1
6	item	4	7	Double Dutch	1.5.160	1
6	item	4	7	Chinese Jump Rope	1.5.161	1
6	item	4	7	Jump Rope	1.5.162	1
6	item	4	8	The Last Letter Game 	2.1	2
6	item	4	8	Cheater Croquet	2.2	1
6	item	4	8	Parley Vous	2.3	3
6	item	4	8	My Dog	2.4	1
6	item	4	8	Pounce	2.5	1
6	item	4	8	Atomic Bomber	2.6	1
6	item	4	8	Chitty Chitty Bang Bang, Chitty Chitty Bang Bang	2.7	1
6	item	4	8	Dead Man	2.8	2
6	item	4	8	Crack the Egg	2.9	1
6	item	4	8	Musical Chairs	2.10	4
6	item	4	8	Bubble Gum, Bubble Gum	2.11	5
6	item	4	8	Your Mother	2.12	1
6	item	4	8	Boy Scout, Boy Scout, You're Out	2.13	2
6	item	4	8	Eenie, meenie, minee, moe	2.14	4
6	item	4	8	Inky Binky Bonky	2.15	1
6	item	4	8	Larelaralaray	2.16	1
6	item	4	8	Pickled Nose Witch	2.17	1
6	item	4	8	Nine Horses in a Barn	2.18	1
6	item	4	8	Around The Bases	2.19	1
6	item	4	8	Drawing Straws	2.20	1
6	item	4	8	Penny in the Cupcake	2.21	1
6	item	4	8	Coin Flip	2.22	1
6	item	4	8	Hands on Bat	2.23	1
6	item	4	8	R-E-D Spells Red	2.24	5
6	item	4	8	Engine, Engine Number Nine	2.25	1
6	item	4	8	My Blue Shoe	2.26	3
6	item	4	8	One Potato, Two Potato	2.27	1
6	item	4	8	Drawing Numbers	2.28	1
6	item	4	8	Shoe Throw	2.29	1
6	item	4	8	Best Fall	2.30	1
6	item	4	8	Pee-U, You're It	2.31	1
6	item	4	8	1,2,3 Take a Knee	2.32	1
6	file	-1	-1	Mixing and Kissing Games/Adolescent Party Games	3.1
6	item	5	1	Toilet Paper Pass 	3.1.1	1
6	item	5	1	Choo Choo	3.1.2	4
6	item	5	1	Measuring Your Head	3.1.4	1
6	item	5	1	Baby, if you love me give me a smile	3.1.5	1
6	item	5	1	Curses	3.1.6	1
6	item	5	1	Spin the Bottle	3.1.7	5
6	item	5	1	Wedding/Honeymoon Night	3.1.8	3
6	item	5	1	Hug, Slap, Kiss	3.1.9	1
6	item	5	1	Kissing Rugby/Mormon Rugby	3.1.10	9
6	item	5	1	Wink Em, Blink Em/Wink	3.1.11	2
6	item	5	1	Kissin' 21	3.1.12	2
6	item	5	1	Kissing Tag	3.1.13	2
6	item	5	1	Who Gets Who	3.1.14	1
6	item	5	1	"Foot to the Well"	3.1.15	1
6	item	5	1	Phone Call to the Opposite Sex	3.1.16	1
6	item	5	1	The Cooties Game/Firl-Boy Fleas	3.1.17	2
6	item	5	1	Rabbit Ear Girlfriends	3.1.18	1
6	item	5	1	Bridal Shower Games	3.1.19	9
6	item	5	1	Have you ever.../I've never../I never	3.1.20	3
6	item	5	1	Light as a Feather/Pass the Body/Raising from the Dead	3.1.21	7
6	item	5	1	Grunt Piggy Grunt	3.1.22	3
6	item	5	1	Big Booty	3.1.23	1
6	item	5	1	King of the Jungle	3.1.24	1
6	item	5	1	Bang Bang Click Click	3.1.25	2
6	item	5	1	7-Up	3.1.26	1
6	item	5	1	Soda Pop Tabs/Pop Tops (successfully removing the tab from the top of a pop can, give it to someone and kiss)	3.1.27	4
6	item	5	1	Treasure Hunt/Crisscross Applesauce (tickle on the back to give chills)	3.1.28	4
6	item	5	1	Riding the Big Fat Pony/Ride the Pony/Johny Ride the Pony	3.1.29	3
6	item	5	2	Psychiatrist	3.1.30	4
6	item	5	2	Suck and Blow/Pass the Buck	3.1.31	4
6	item	5	2	Laughing Game (lay in circle with heads on stomachs and laugh)	3.1.32	2
6	item	5	2	Hug the Candlestick Holder	3.1.33	2
6	item	5	2	Draw a Bucket of Water for the Farmer's Daughter	3.1.34	2
6	item	5	2	Gum Wrappers in Exchange for a Kiss	3.1.35	1
6	item	5	2	Birdie on the Perch	3.1.36	1
6	item	5	2	Three Minutes in the Closet	3.1.37	1
6	item	5	2	The Human Knot/Tangle	3.1.38	2
6	item	5	2	Do You Love Your Neighbor	3.1.39	1
6	item	5	2	Strip Darts	3.1.40	1
6	item	5	2	Find the Nose/Who's Nose? (kiss what's under the nose)	3.1.41	2
6	item	5	2	Piano Bench	3.1.42	1
6	item	5	2	Make Me Laugh/The Old Woman ("it" tries to make the players laugh)	3.1.43	2
6	item	5	2	Get To Know You Game	3.1.44	1
6	item	5	2	How's Yours?	3.1.45	1
6	item	5	2	Feather on the Sheet	3.1.46	1
6	item	5	2	Whomp/Blanket and Newspaper Game (guess who is hitting you)	3.1.47	3
6	item	5	2	The Sign Game/Signs	3.1.48	5
6	item	5	2	Pretty and Ugly (deciding whether the players should be pretty or ugly)	3.1.49	1
6	item	5	3	King and Queen	3.1.50	1
6	item	5	3	Gossip/Telephone	3.1.51	2
6	item	5	3	Mingle	3.1.52	1
6	item	5	3	Hunting for Gravestones/Treasure Hunt	3.1.53	2
6	item	5	3	Life Saver Pass	3.1.54	2
6	item	5	3	Ducky Wacky (sitting on laps)	3.1.55	2
6	item	5	3	Numbers (get to the number one chair)	3.1.56	1
6	item	5	3	Wooga Booga	3.1.57	2
6	item	5	3	Buzz	3.1.58	1
6	item	5	3	Cities	3.1.59	1
6	item	5	3	Caixinha/Little Box	3.1.60	1
6	item	5	3	Lemonade	3.1.61	1
6	item	5	3	Buck Buck	3.1.62	1
6	item	5	3	The Gorilla Game/Gorilla Gorilla/Grrr/Ape	3.1.63	5
6	item	5	3	Ms. Magee	3.1.64	1
6	item	5	3	Wedding Dress	3.1.65	1
6	item	5	3	Silverware Writing	3.1.66	1
6	item	5	3	Wranglers (ripping pockets)	3.1.67	1
6	item	5	3	Combs (love tag/tease)	3.1.68	1
6	item	5	3	Animal Game/Barnyard	3.1.69	4
6	item	5	3	Cow Tipping	3.1.70	2
6	item	5	3	Scavenger Hunt	3.1.71	1
6	item	5	3	The Greed Game	3.1.72	1
6	item	5	3	The Fastest Gnat	3.1.73	1
6	item	5	3	Lehi Game	3.1.74	1
6	item	5	3	Would you rather...	3.1.75	1
6	item	5	3	The Wall Game (get really close to the person against the wall)	3.1.76	1
6	item	5	3	Slumber Party Ghosts	3.1.77	1
6	file	-1	-1	Drinking Games	3.2
6	item	5	4	Prince of Whales 	3.2.1	1
6	item	5	4	Beer Pong	3.2.2	2
6	item	5	4	Quarters/Chandelier/Chug-a-lug	3.2.3	11
6	item	5	4	Caps/Bottle Caps	3.2.4	5
6	item	5	4	Dean and Buzz/Bizz Buzz/Buzz	3.2.5	4
6	item	5	4	No Water on the Rim Game	3.2.6	1
6	item	5	4	Cardinal Puff	3.2.7	2
6	item	5	4	Indian Signs	3.2.8	1
6	item	5	4	Red/Black	3.2.9	2
6	item	5	4	Cardinal Puff	3.2.10	1
6	item	5	4	Thumper	3.2.11	6
6	item	5	4	Tanging	3.2.12	1
6	item	5	4	Hi Low Smoke Fire	3.2.13	5
6	item	5	4	King's Cup	3.2.14	2
6	item	5	4	The Osbornes Drinking Game	3.2.15	1
6	item	5	4	Three Man	3.2.16	1
6	item	5	4	Don't Sink the Bottle Cap/Sink the Boat	3.2.17	2
6	item	5	4	Dr. Bob/Bob/Hey Bob	3.2.18	3
6	item	5	4	Mexico City/Logan City	3.2.19	3
6	item	5	4	Bullshit	3.2.20	2
6	item	5	4	Shotgunning	3.2.21	1
6	item	5	4	Ten Up Ten Down	3.2.22	1
6	item	5	4	Pack of Cigs	3.2.23	1
6	item	5	4	99	3.2.24	1
6	item	5	4	Rivers, Mountains, Streams	3.2.25	1
6	item	5	4	Zonk	3.2.26	1
6	item	5	4	The Drinking Game (repeating phrase until someone does it wrong)	3.2.27	2
6	item	5	4	Fuzzy Duck	3.2.28	2
6	item	5	4	21	3.2.29	1
6	item	5	4	Boat Races	3.2.30	1
6	item	5	4	Bottle Walking	3.2.31	1
6	item	5	4	Broom Racing	3.2.32	1
6	item	5	4	Spoons	3.2.33	1
6	item	5	4	Marshmellow Up	3.2.34	1
6	item	5	4	The Most Circles	3.2.35	1
6	item	5	4	Signs, The Drinking Game	3.2.36	1
6	item	5	4	Holiday Bowl	3.2.37	1
6	file	5	5	Guessing Games	3.3
6	item	5	5	Guess the Magazine/Magazine Game	3.3.1	5
6	item	5	5	In Kahoots	3.3.2	1
6	item	5	5	I Like...but I Don't Like...	3.3.3	1
6	item	5	5	Black Magic	3.3.4	4
6	item	5	5	I Am Thinking of Someone	3.3.5	1
6	item	5	5	Color Guessing Game	3.3.6	3
6	item	5	5	Name the Object	3.3.7	4
6	item	5	5	Twenty Questions	3.3.8	3
6	item	5	5	Guess the Distance	3.3.9	1
6	item	5	5	Doggie, Doggie Who Has Your Bone?	3.3.10	1
6	item	5	5	The Moon is Round	3.3.11	1
6	item	5	5	Who Touched the Broom?	3.3.12	1
6	item	5	5	Numbers (Old Man's Back)	3.3.13	1
6	item	5	5	Murder in the Dark/Killer/Syndicate/A Wink will Kill 	3.3.14	35
6	item	5	5	Hinky-Pinks	3.3.15	1
6	item	5	5	Charades	3.3.16	2
6	item	5	5	I have a Teakettle, Guess My Color	3.3.17	1
6	item	5	5	Picture taken with a Spoon	3.3.18	1
6	item	5	5	The Hot Cold Game	3.3.19	1
6	item	5	5	Knock Game	3.3.20	1
6	item	5	5	Powers Powers Powers (guess who has the power)	3.3.21	1
6	item	5	5	String Circle (guessing who has the key and/or ring)	3.3.22	1
6	item	5	5	Quarters (guess who has the quarters/money)	3.3.23	2
6	item	5	5	Guess the Christmas Carols	3.3.24	1
6	item	5	5	Huckle Buckle Bean	3.3.25	1
6	item	5	5	Drum Bet	3.3.26	1
6	item	5	5	Guess the Answer Right	3.3.27	1
6	file	5	6	Games Adults Play with Children	3.4
6	item	5	6	Tommy Oops	3.4.1	1
6	item	5	6	The Horse Ride	3.4.2	1
6	item	5	6	Dittelly Dump	3.4.3	1
6	item	5	6	Picture Story	3.4.4	1
6	item	5	6	Tongue In, Tongue Out	3.4.5	1
6	item	5	6	I got your nose!	3.4.6	1
6	item	5	6	Mean Mother (cleaning game)	3.4.7	1
6	item	5	6	Mixed Matched Sock Game	3.4.8	1
6	item	5	6	Sleeping Dogs (trick to get children to sleep)	3.4.9	1
6	item	5	6	Mexican Silver Dollar Game	3.4.10	1
6	item	5	6	Tickling (tickle)	3.4.11	1
6	item	5	6	Lucky Liliac	3.4.12	1
6	item	5	6	The Quiet Game	3.4.13	1
6	item	5	6	Pony Pony Pony Boy	3.4.14	1
6	item	5	6	The Gentleman Goes...	3.4.15	1
6	item	5	6	Airplane Ride	3.4.16	2
6	item	5	6	"Do you have any pies today?"	3.4.17	1
6	item	5	6	Money Game	3.4.18	2
6	item	5	6	Monkey	3.4.19	1
6	item	5	6	Snow Quiz	3.4.20	1
6	item	5	6	Quaker School/Quaker Meeting	3.4.21	1
6	item	5	6	Step School	3.4.22	1
6	item	5	6	Bullyphant	3.4.23	1
6	item	5	6	Be Happy Be Sad	3.4.24	1
6	item	5	6	"Getting Warmer"	3.4.25	1
6	item	5	6	Lava Monster	3.4.26	1
6	item	5	6	Christmas Game	3.4.27	1
6	file	5	7	Role Playing Games	3.5
6	file	5	7	Children	3.5.1
6	item	5	7	Playing House	3.5.1.1	1
6	item	5	7	Tea Party	3.5.1.2	3
6	item	5	7	Outlaws	3.5.1.3	1
6	item	5	7	Dress Up/Costumes Play	3.5.1.4	2
6	item	5	7	Teacher/School	3.5.1.5	1
6	item	5	7	Pretend Funerals/Weddings	3.5.1.6	1
6	item	5	7	Horses	3.5.1.7	1
6	item	5	7	Playing Dead	3.5.1.8	1
6	item	5	7	Building Play Houses	3.5.1.9	4
6	item	5	7	Royal Family	3.5.1.10	1
6	item	5	7	The Fort	3.5.1.11	1
6	item	5	7	Disquise	3.5.1.12	1
6	item	5	7	Rescue	3.5.1.13	1
6	item	5	7	I'm a Russian (Boy Scout Skit)	3.5.1.14	1
6	item	5	7	Home Video with Friends	3.5.1.15	1
6	item	5	7	The Broken Lawnmower (Skit)	3.5.1.16	1
6	file	5	8	Miscellaneous	3.0
6	item	5	8	Match Trick	3.0.2	1
6	item	5	8	Magician's Secret Code	3.0.3	1
6	item	5	8	A What?	3.0.5	1
6	item	5	8	Mother, May I?	3.0.6	1
6	item	5	8	Tell Something Unique	3.0.7	1
6	item	5	8	Traveling Game	3.0.8	1
6	item	5	8	Hocus Pokus	3.0.9	1
6	item	5	8	Pupil Test	3.0.10	1
6	item	5	8	A Psychological Test	3.0.11	1
6	item	5	8	Goal Making Game	3.0.12	1
6	item	5	8	F.B.I.	3.0.13	1
6	item	5	8	Ultimate Spoons	3.0.14	1
6	item	5	8	Tabasco Cap Game	3.0.15	1
6	item	5	8	Tic-Tac-Toe, Gimme and X Gimme an O Clapping Game	3.0.16	1
6	item	5	8	While rock climbing, a beer has to be bought for anyone who catches a falling rope	3.0.17	2
6	item	5	8	The Club	3.0.18	1
6	item	5	8	Crap on your Friends	3.0.19	1
6	item	5	8	Match Rocket	3.0.20	1
6	item	5	8	The Cat Club	3.0.21	1
6	item	5	8	The Pigeon Flies	3.0.22	1
6	item	-1	-1	Forfeit Games	4.1	1
6	item	5	9	Truth or Dare	4.1.1	12
6	item	5	9	Nickels	4.1.2	1
6	item	5	9	Jinx	4.1.3	0
6	item	5	9	Jack's Alive	4.1.4	1
6	file	-1	-1	Fortune Telling Games	4.2
6	item	5	10	MASH	4.2.1	22
6	item	5	10	Like, Love, Friendship, Marriage/Love, Hate, Friendship, Marriage	4.2.2	15
6	item	5	10	True Love	4.2.3	4
6	item	5	10	Swinging Together	4.2.4	3
6	item	5	10	Doctor, Lawyer, Merchant, Thief, Banker, Barber, Indian Chief	4.2.5	2
6	item	5	10	Apple Stem	4.2.6	5
6	item	5	10	Love Determiner with Letters and Numbers	4.2.7	3
6	item	5	10	Paper Fortune Teller	4.2.8	5
6	item	5	10	Fortune Circle	4.2.9	1
6	item	5	10	Couple Game/Hold Hands, Hug, Kiss, French Kiss, Make-out	4.2.10	22
6	item	5	10	Flame	4.2.11	1
6	item	5	10	Tie Cherry Stem to determine great lovers	4.2.12	1
6	item	5	10	Girl Crazy or Boy Crazy (grab above the knee)	4.2.13	1
6	item	5	10	Who is your boyfriend? (jumprope game)	4.2.14	1
6	file	6	1	Vandalizing	5.1
6	item	6	1	Toilet Papering	5.1.1	11
6	item	6	1	Car-Jacking	5.1.2	1
6	item	6	1	Jolly Ranchering	5.1.3	1
6	item	6	1	Flooding the Bathroom	5.1.4	1
6	item	6	1	Flaming Bag of Poop/Manure	5.1.5	7
6	item	6	1	Straw Bale Burning	5.1.6	1
6	item	6	1	Destroy the Cement	5.1.7	1
6	item	6	1	Egging	5.1.8	1
6	item	6	1	Cattle Swapping	5.1.9	1
6	item	6	1	Throwing Tomatoes at Cars	5.1.10	1
6	item	6	1	Penny in a Light Socket	5.1.11	1
6	item	6	1	Egg Hanging/Hanging an Egg from a Wire/Floating Egg Trick	5.1.12	6
6	item	6	1	Shredded Newpaper All Over Lawn	5.1.13	1
6	item	6	1	Rip off Buttons (would you like to keep the button?)	5.1.14	1
6	item	6	1	Grocery Store Vandalism	5.1.15	1
6	item	6	1	Sew Shirts on Hangers	5.1.16	1
6	item	6	1	Throw Water Balloons at Cars	5.1.17	1
6	item	6	1	Tying Tape Across the Road	5.1.18	1
6	item	6	1	Oreoing and Marshmallowing a Car	5.1.19	1
6	item	6	1	Saran Wrap Toilet Seat	5.1.20	2
6	item	6	1	Car Wrapping/Saran Wrap Car	5.1.21	3
6	item	6	1	Driving over Lawns	5.1.22	1
6	item	6	1	Shaving Creaming Cars	5.1.23	1
6	item	6	1	Frozen Shaving Cream Cans in Garbage Cans	5.1.24	1
6	item	6	1	Write for Sale on Cars	5.1.25	1
6	item	6	1	Bucket of Water on the Policeman's Head	5.1.26	1
6	item	6	1	Car in the Tide	5.1.27	1
6	file	6	2	School	5.2
6	file	6	2	High School Hazing Pranks	5.2.1
6	item	6	2	Initiation Week	5.2.1.1	1
6	item	6	2	Initiation Slave	5.2.1.2	1
6	item	6	2	High School Club/Sports Team Initiations	5.2.1.3	11
6	item	6	2	THE Initiation	5.2.1.4	1
6	item	6	2	Sophomore Initiation	5.2.1.5	1
6	item	6	2	Planting Corn Hazing Initiation	5.2.1.6	1
6	item	6	2	The Game Room	5.2.1.7	1
6	file	6	2	Upperclassmen Pranks on  Lowerclassmen	5.2.2
6	item	6	2	Pig at Prom	5.2.2.1	1
6	item	6	2	The Third Floor Pool	5.2.2.2	1
6	item	6	2	Elevator in the School	5.2.2.3	1
6	item	6	2	Sour Milk Bomb	5.2.2.4	1
6	item	6	2	Duck-Taping Underclassman's Car	5.2.2.5	1
6	item	6	2	Stealing Fuses	5.2.2.6	1
6	item	6	2	Purple Dye in the Soap Dispensers	5.2.2.7	1
6	item	6	2	Cleaning the Panther	5.2.2.8	1
6	item	6	2	The Long Soggy Walk	5.2.2.9	1
6	item	6	2	Banana	5.2.2.10	1
6	item	6	2	Bird Refuge	5.2.2.11	1
6	item	6	2	Tough Guy	5.2.2.12	1
6	item	6	2	X-Laxed Freshmen	5.2.2.13	1
6	item	6	2	Kick Me Sign	5.2.2.14	1
6	item	6	2	Junior/Senior Egg Fight	5.2.2.15	1
6	item	6	2	Lost on the Forth Floor	5.2.2.16	1
6	item	6	2	Styrofoam Balls	5.2.2.17	1
6	item	6	2	Great Balls of Fire (hot ointment in jock strap)	5.2.2.18	1
6	file	6	2	Pranks Played on Teachers	5.2.3
6	item	6	2	Scare the Teacher	5.2.3.1	1
6	item	6	2	Driver's Education Teacher	5.2.3.2	1
6	item	6	2	Turning Back the Clock	5.2.3.3	1
6	item	6	2	The Kidnapped Principal	5.2.3.4	1
6	item	6	2	Staged Cat Fight	5.2.3.5	2
6	item	6	2	Clifton "Smashes" his Instrument	5.2.3.6	1
6	item	6	2	Bag of Poop on Teacher's Doorstep	5.2.3.7	1
6	item	6	2	Egg the School Bus	5.2.3.8	1
6	item	6	2	Hearing Aid Failure	5.2.3.9	1
6	item	6	2	Pay Back with Mice	5.2.3.10	1
6	item	6	2	Destory History Book	5.2.3.11	1
6	item	6	2	Imaginary Student on the Roll	5.2.3.12	1
6	item	6	2	Coach's Car on the Roof	5.2.3.13	1
6	item	6	2	Bird Seed and Soap the Teacher's Car	5.2.3.14	1
6	item	6	2		5.2.3.15	1
6	file	6	3	Rival Schools/Sports Teams	5.2.4
6	item	6	3	Painting the Rock	5.2.4.1	2
6	item	6	3	Dead Mascot	5.2.4.2	1
6	file	6	3	Class Pranks (Leaving a Mark)	5.2.5
6	item	6	3	Load of Manure	5.2.5.1	1
6	file	6	3	Miscellaneous Pranks at School	5.2.0
6	item	6	3	Vaseline Handle	5.2.0.1	1
6	item	6	3	Attention! School is over!	5.2.0.2	1
6	item	6	3	Car up on Cinderblocks	5.2.0.3	1
6	item	6	3	Where's the Train?	5.2.0.4	1
6	item	6	3	Midnight Golfing	5.2.0.5	1
6	item	6	3	Frogs in the Classroom	5.2.0.6	1
6	item	6	3	Soap Bar of Pee	5.2.0.7	1
6	item	6	3	Twins Switching Classrooms	5.2.0.8	2
6	item	6	3	Toilet Jell-O/ Jello in the John	5.2.0.9	2
6	item	6	3	Magic Leprechaun	5.2.0.10	1
6	item	6	3	Streaking	5.2.0.11	1
6	item	6	3	Pulling Fire Alarm	5.2.0.12	1
6	item	6	3	Playing Hookey	5.2.0.13	1
6	item	6	3	Bar on Flag Pole	5.2.0.14	1
6	item	6	3	The Sulfuric Stench	5.2.0.15	1
6	item	6	3	Marbles for Graduation	5.2.0.16	1
6	item	6	3	Three Tons of Coal	5.2.0.17	1
6	item	6	3	The Bee	5.2.0.18	1
6	item	6	3	Pranks to Ask People to Dances	5.2.0.19	3
6	item	6	3	If they can, we can! (mini skirts)	5.2.0.20	3
6	file	6	4	Pranks Played at Parties/Slumber Parties	5.3
6	item	6	4	Cotton Ball Cupcakes	5.3.1	1
6	item	6	4	Sahara Desert/Under the Blanket	5.3.2	12
6	item	6	4	Hand in Warm Water While Sleeping	5.3.3	2
6	item	6	4	Tickle the Nose While Sleeping/Shaving Cream in Hand	5.3.4	3
